snippet_std,preprocessed_snippet,date_std,source
Its medical grade cannabis extraction facility is nearing trials currently being undertaken by MGC into medicinal marijuana uses and is,"['Its', 'medical', 'grade', 'cannabis', 'extraction', 'facility', 'nearing', 'trial', 'currently', 'undertaken', 'MGC', 'medicinal', 'marijuana', 'us']",2017-02-20,snippet
MGC Pharmaceuticals will start phase two b clinical trials for its CogniCann medicinal cannabis product aimed at dementia sufferers,"['MGC', 'Pharmaceuticals', 'start', 'phase', 'two', 'b', 'clinical', 'trial', 'CogniCann', 'medicinal', 'cannabis', 'product', 'aimed', 'dementia', 'sufferer']",2019-12-19,snippet
The Perth girl left severely disabled after a flu jab has become one of the first people in WA to be prescribed medicinal cannabis,"['The', 'Perth', 'girl', 'left', 'severely', 'disabled', 'flu', 'jab', 'become', 'one', 'first', 'people', 'WA', 'prescribed', 'medicinal', 'cannabis']",2018-06-22,snippet
Perth based health sciences company Algae Tec is shifting into high gear with new money coming in its Uruguayan medicinal cannabis play,"['Perth', 'based', 'health', 'science', 'company', 'Algae', 'Tec', 'shifting', 'high', 'gear', 'new', 'money', 'coming', 'Uruguayan', 'medicinal', 'cannabis', 'play']",2018-06-08,snippet
AUSTRALIA could find itself the world s pot dealer with the federal government granting approval for the export of medicinal cannabis,"['AUSTRALIA', 'could', 'find', 'world', 'pot', 'dealer', 'federal', 'government', 'granting', 'approval', 'export', 'medicinal', 'cannabis']",2018-01-04,snippet
The medical cannabis market is now busy developing cannabidiol as a potential medicine for the treatment of neuroinflammation epilepsy,"['The', 'medical', 'cannabis', 'market', 'busy', 'developing', 'cannabidiol', 'potential', 'medicine', 'treatment', 'neuroinflammation', 'epilepsy']",2018-06-14,snippet
An Adelaide GP is urging SA doctors to give medicinal cannabis a fair go after witnessing her own son s remarkable recovery from suffering,"['An', 'Adelaide', 'GP', 'urging', 'SA', 'doctor', 'give', 'medicinal', 'cannabis', 'fair', 'go', 'witnessing', 'son', 'remarkable', 'recovery', 'suffering']",2020-03-28,snippet
MEDICINAL cannabis oil producer Jenny Hallam has called on all political parties to step up and show support ahead of the election after,"['MEDICINAL', 'cannabis', 'oil', 'producer', 'Jenny', 'Hallam', 'called', 'political', 'party', 'step', 'show', 'support', 'ahead', 'election']",2018-03-01,snippet
MGC said IMC is a leading Israeli medicinal cannabis brand and one of the pioneers in the Israeli industry IMC will import CannEpil for,"['MGC', 'said', 'IMC', 'leading', 'Israeli', 'medicinal', 'cannabis', 'brand', 'one', 'pioneer', 'Israeli', 'industry', 'IMC', 'import', 'CannEpil']",2020-06-15,snippet
NEW official guidelines on medical cannabis treatments for those with cancer epilepsy MS or chronic pain have been released in Australia,"['NEW', 'official', 'guideline', 'medical', 'cannabis', 'treatment', 'cancer', 'epilepsy', 'MS', 'chronic', 'pain', 'released', 'Australia']",2017-12-21,snippet
Leading Australian medical marijuana company MGC Pharmaceuticals has announced it is partnering with the Royal Melbourne Institute of,"['Leading', 'Australian', 'medical', 'marijuana', 'company', 'MGC', 'Pharmaceuticals', 'announced', 'partnering', 'Royal', 'Melbourne', 'Institute']",2017-05-02,snippet
A call to cut more red tape over the prescription of medicinal cannabis that contains THC in Western Australia to bring it into line with,"['A', 'call', 'cut', 'red', 'tape', 'prescription', 'medicinal', 'cannabis', 'contains', 'THC', 'Western', 'Australia', 'bring', 'line']",2020-12-31,snippet
Some parents have been unable to wait for a trial sourcing medical marijuana illegally usually in desperate attempts to ease their children s,"['Some', 'parent', 'unable', 'wait', 'trial', 'sourcing', 'medical', 'marijuana', 'illegally', 'usually', 'desperate', 'attempt', 'ease', 'child']",2015-03-23,snippet
Ellie a 15 year old Staffy has a new spring in her step which her owner believes is thanks to a daily dose of medicinal cannabis oil,"['Ellie', '15', 'year', 'old', 'Staffy', 'new', 'spring', 'step', 'owner', 'belief', 'thanks', 'daily', 'dose', 'medicinal', 'cannabis', 'oil']",2016-07-13,snippet
The authors pointed out the findings related specifically to medicinal cannabis such as the medically derived extracts THC and CBD as opposed,"['The', 'author', 'pointed', 'finding', 'related', 'specifically', 'medicinal', 'cannabis', 'medically', 'derived', 'extract', 'THC', 'CBD', 'opposed']",2019-10-30,snippet
Exemptions to use medicinal cannabis while competing such as the one sought by Lauren Jackson won t be needed in the future according to,"['Exemptions', 'use', 'medicinal', 'cannabis', 'competing', 'one', 'sought', 'Lauren', 'Jackson', 'needed', 'future', 'according']",2022-02-03,snippet
Medical professionals want more information about medicinal cannabis before they start prescribing it to patients a new study has found,"['Medical', 'professional', 'want', 'information', 'medicinal', 'cannabis', 'start', 'prescribing', 'patient', 'new', 'study', 'found']",2019-05-11,snippet
Premier Mike Baird will launch a symposium debating the medical use of cannabis on Friday,"['Premier', 'Mike', 'Baird', 'launch', 'symposium', 'debating', 'medical', 'use', 'cannabis', 'Friday']",2014-11-16,snippet
A massive manufacturing hub for medicinal cannabis sleep capsules has been built in Victoria June 29 2022 8 54pm Save,"['A', 'massive', 'manufacturing', 'hub', 'medicinal', 'cannabis', 'sleep', 'capsule', 'built', 'Victoria', 'June', '29', '2022', '8', '54pm', 'Save']",,snippet
Medicinal cannabis advocates are fighting for users to have the right to drive with the medication in their system,"['Medicinal', 'cannabis', 'advocate', 'fighting', 'user', 'right', 'drive', 'medication', 'system']",2023-02-22,snippet
A 40 hectare medicinal cannabis facility due to be built in south east Queensland will be the largest in the world,"['A', '40', 'hectare', 'medicinal', 'cannabis', 'facility', 'due', 'built', 'south', 'east', 'Queensland', 'largest', 'world']",2021-06-17,snippet
Medicinal marijuana is regulated by the Federal Government Office of Drug Control Australian Medical Association Queensland spokesman Dr Jim,"['Medicinal', 'marijuana', 'regulated', 'Federal', 'Government', 'Office', 'Drug', 'Control', 'Australian', 'Medical', 'Association', 'Queensland', 'spokesman', 'Dr', 'Jim']",2018-08-11,snippet
NSW is spending 9 million over five years on three trials for medicinal cannabis to treat terminally ill patients children with epilepsy,"['NSW', 'spending', '9', 'million', 'five', 'year', 'three', 'trial', 'medicinal', 'cannabis', 'treat', 'terminally', 'ill', 'patient', 'child', 'epilepsy']",2015-04-19,snippet
Affordable and easy to take medicinal cannabis wafers are now available in Queensland 7 05pm Save,"['Affordable', 'easy', 'take', 'medicinal', 'cannabis', 'wafer', 'available', 'Queensland', '7', '05pm', 'Save']",2020-05-05,snippet
Lucy Haslam spearheaded the fight for medicinal cannabis to be legalised in Australia but the fight is not over,"['Lucy', 'Haslam', 'spearheaded', 'fight', 'medicinal', 'cannabis', 'legalised', 'Australia', 'fight']",2023-02-24,snippet
Specialists would be able to prescribe medicinal cannabis to patients the same as other controlled or restricted medicine such as codeine,"['Specialists', 'would', 'able', 'prescribe', 'medicinal', 'cannabis', 'patient', 'controlled', 'restricted', 'medicine', 'codeine']",2018-11-13,snippet
The latest Legal Cannabis news articles data and analysis from The Sydney Morning NSW looks at driver monitoring tech for medicinal cannabis users,"['The', 'latest', 'Legal', 'Cannabis', 'news', 'article', 'data', 'analysis', 'The', 'Sydney', 'Morning', 'NSW', 'look', 'driver', 'monitoring', 'tech', 'medicinal', 'cannabis', 'user']",,snippet
Western Australia will not join NSW in medicinal cannabis trials despite both Queensland and Victoria signing up to the research,"['Western', 'Australia', 'join', 'NSW', 'medicinal', 'cannabis', 'trial', 'despite', 'Queensland', 'Victoria', 'signing', 'research']",2015-04-19,snippet
WA doctors from Tuesday will be able to legally prescribe medicinal cannabis after the state government threw its support behind changes to,"['WA', 'doctor', 'Tuesday', 'able', 'legally', 'prescribe', 'medicinal', 'cannabis', 'state', 'government', 'threw', 'support', 'behind', 'change']",2016-10-28,snippet
Those seeking medicinal cannabis in Australia must navigate a cumbersome application process which requires going to a specialist physician not,"['Those', 'seeking', 'medicinal', 'cannabis', 'Australia', 'must', 'navigate', 'cumbersome', 'application', 'process', 'requires', 'going', 'specialist', 'physician']",2018-02-20,snippet
About 200 south east Queensland palliative care patients will be given medicinal cannabis in a trial to investigate the potential symptom,"['About', '200', 'south', 'east', 'Queensland', 'palliative', 'care', 'patient', 'given', 'medicinal', 'cannabis', 'trial', 'investigate', 'potential', 'symptom']",2018-02-03,snippet
The Epilepsy Association of Western Australia and a Perth based medical marijuana company are rejoicing at the federal government s decision,"['The', 'Epilepsy', 'Association', 'Western', 'Australia', 'Perth', 'based', 'medical', 'marijuana', 'company', 'rejoicing', 'federal', 'government', 'decision']",2015-12-02,snippet
Medicinal marijuana company Phytotech Medical has made a stellar stock market debut with its shares doubling in value,"['Medicinal', 'marijuana', 'company', 'Phytotech', 'Medical', 'made', 'stellar', 'stock', 'market', 'debut', 'share', 'doubling', 'value']",2015-01-22,snippet
Marina Spence has finally found a solution for her daughter Mikayla s epilepsy she s just not sure how long it will last given the high,"['Marina', 'Spence', 'finally', 'found', 'solution', 'daughter', 'Mikayla', 'epilepsy', 'sure', 'long', 'last', 'given', 'high']",2018-04-24,snippet
Medicinal cannabis campaigner and United in Compassion co founder Lucy Haslam told Fairfax Media the final decision was an essential step in,"['Medicinal', 'cannabis', 'campaigner', 'United', 'Compassion', 'co', 'founder', 'Lucy', 'Haslam', 'told', 'Fairfax', 'Media', 'final', 'decision', 'essential', 'step']",2016-09-01,snippet
Australia s first licensed medicinal cannabis producer has pitched a hub for Queensland to lead and support the growth of the emerging,"['Australia', 'first', 'licensed', 'medicinal', 'cannabis', 'producer', 'pitched', 'hub', 'Queensland', 'lead', 'support', 'growth', 'emerging']",2018-04-30,snippet
The mature plants were to make cannabis butter for what he says was medical reasons Kenneth Williams,"['The', 'mature', 'plant', 'make', 'cannabis', 'butter', 'say', 'medical', 'reason', 'Kenneth', 'Williams']",2022-02-28,snippet
Chile legalised the use of medical marijuana in 2015 and Gazmuri was a prominent advocate for that change She s now touring Australia to speak,"['Chile', 'legalised', 'use', 'medical', 'marijuana', '2015', 'Gazmuri', 'prominent', 'advocate', 'change', 'She', 'touring', 'Australia', 'speak']",2018-02-07,snippet
A WA based metal explorer says it has made a significant step towards breaking into the big money world of medicinal marijuana production,"['A', 'WA', 'based', 'metal', 'explorer', 'say', 'made', 'significant', 'step', 'towards', 'breaking', 'big', 'money', 'world', 'medicinal', 'marijuana', 'production']",2015-08-11,snippet
The State Government will fast track the availability of medicinal cannabis for people in pain the terminally ill and those suffering a,"['The', 'State', 'Government', 'fast', 'track', 'availability', 'medicinal', 'cannabis', 'people', 'pain', 'terminally', 'ill', 'suffering']",2017-05-21,snippet
Medical Cannabis Research Australia is currently supporting a number of trials Cannabis is an old plant prescribed legally for medicinal,"['Medical', 'Cannabis', 'Research', 'Australia', 'currently', 'supporting', 'number', 'trial', 'Cannabis', 'old', 'plant', 'prescribed', 'legally', 'medicinal']",2017-06-06,snippet
The first commercial shipment of medicinal cannabis products to be legally imported to Australia has arrived in Perth,"['The', 'first', 'commercial', 'shipment', 'medicinal', 'cannabis', 'product', 'legally', 'imported', 'Australia', 'arrived', 'Perth']",2017-05-04,snippet
Removing time limits that stop child sex abuse cases going to court and legalising medicinal marijuana have been proposed by West Australian,"['Removing', 'time', 'limit', 'stop', 'child', 'sex', 'abuse', 'case', 'going', 'court', 'legalising', 'medicinal', 'marijuana', 'proposed', 'West', 'Australian']",2014-07-06,snippet
Twin nurses back medical cannabis More Gold Coast residents are using medicinal cannabis to ease chronic pain June 1 2021 7 05pm,"['Twin', 'nurse', 'back', 'medical', 'cannabis', 'More', 'Gold', 'Coast', 'resident', 'using', 'medicinal', 'cannabis', 'ease', 'chronic', 'pain', 'June', '1', '2021', '7', '05pm']",2021-06-01,snippet
The NSW government expects to find out in the next few weeks if it will be able to import cannabis to be used in three medical trials,"['The', 'NSW', 'government', 'expects', 'find', 'next', 'week', 'able', 'import', 'cannabis', 'used', 'three', 'medical', 'trial']",2014-12-21,snippet
